security_key,canonical_company_name,ticker_segment_count,latest_project_ticker,ticker_history_pipe,multiple_ticker_segments_flag,security_table_ticker,exact_legal_name_alias,suffix_stripped_alias_candidate,suffix_stripped_diff_flag,base_token_count,base_alias_length,exact_alias_security_count,duplicate_exact_alias_flag,ticker_like_exact_name_flag,structural_ambiguity_tier,current_name_point_in_time_validated,production_alias_status,production_aliases_pipe,historical_name_review_flag,review_priority,review_reason
TWTR,Twitter,1,TWTR,TWTR[?→OPEN],0,,twitter,twitter,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,twitter,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
TXT,TEXTRON INC,1,TXT,TXT[?→OPEN],0,,textron inc,textron,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,textron inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
UDR,UDR INC,1,UDR,UDR[?→OPEN],0,,udr inc,udr,1,1,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,udr inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VFC,V.F.,1,VFC,VFC[?→OPEN],0,,v f,v f,0,2,3,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,v f,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VLTO,Veralto,1,VLTO,VLTO[?→OPEN],0,,veralto,veralto,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,veralto,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VNT,Vontier,1,VNT,VNT[?→OPEN],0,,vontier,vontier,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,vontier,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VRSN,VERISIGN INC,1,VRSN,VRSN[?→OPEN],0,,verisign inc,verisign,1,1,8,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,verisign inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VST,Vistra,1,VST,VST[?→OPEN],0,,vistra,vistra,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,vistra,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VTR,VENTAS INC,1,VTR,VTR[?→OPEN],0,,ventas inc,ventas,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,ventas inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
VTRS,VIATRIS INC,1,VTRS,VTRS[?→OPEN],0,,viatris inc,viatris,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,viatris inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WAB,WABTEC CORP,1,WAB,WAB[?→OPEN],0,,wabtec corp,wabtec,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,wabtec corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WAT,WATERS CORP,1,WAT,WAT[?→OPEN],0,,waters corp,waters,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,waters corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WDAY,Workday,1,WDAY,WDAY[?→OPEN],0,,workday,workday,0,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,workday,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WELL,WELLTOWER INC,1,WELL,WELL[?→OPEN],0,,welltower inc,welltower,1,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,welltower inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WHR,Whirlpool,1,WHR,WHR[?→OPEN],0,,whirlpool,whirlpool,0,1,9,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,whirlpool,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WMT,WALMART INC,1,WMT,WMT[?→OPEN],0,,walmart inc,walmart,1,1,7,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,walmart inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
WY,WEYERHAEUSER CO,1,WY,WY[?→OPEN],0,,weyerhaeuser co,weyerhaeuser,1,1,12,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,weyerhaeuser co,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
XLNX,Xilinx,1,XLNX,XLNX[?→OPEN],0,,xilinx,xilinx,0,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,xilinx,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
XOM,EXXONMOBIL HOLDINGS CORP,1,XOM,XOM[?→OPEN],0,,exxonmobil holdings corp,exxonmobil,1,1,10,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,exxonmobil holdings corp,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
XRX,Xerox Holdings,1,XRX,XRX[?→OPEN],0,,xerox holdings,xerox,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,xerox holdings,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
XYL,XYLEM INC,1,XYL,XYL[?→OPEN],0,,xylem inc,xylem,1,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,xylem inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
XYZ,Block,1,XYZ,XYZ[?→OPEN],0,,block,block,0,1,5,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,block,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
ZTS,ZOETIS INC,1,ZTS,ZTS[?→OPEN],0,,zoetis inc,zoetis,1,1,6,1,0,0,HIGH,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,zoetis inc,1,1,PIT company-name history not yet validated; structurally ambiguous/short base name
DAY,Ceridian HCM Holding,2,DAY,CDAY[?→OPEN] | DAY[?→OPEN],1,,ceridian hcm holding,ceridian hcm,1,2,12,1,0,0,MEDIUM,0,CANDIDATE_EXACT_NAME_ONLY_PENDING_PIT_NAME_HISTORY_REVIEW,ceridian hcm holding,1,2,PIT company-name history not yet validated; multiple ticker-history segments
