security_key,latest_project_ticker,canonical_company_name,candidate_sec_cik,project_name_exact,project_name_legal_core,sec_current_name,sec_current_name_exact,sec_current_name_legal_core,nport_raw_names_pipe,nport_exact_names_pipe,nport_legal_cores_pipe,nport_legal_core_count,true_transition_count,false_transition_count,all_nport_states_explained_by_transition_flag,project_period_sec_former_name_count,reconciliation_status,reconciliation_rationale,research_priority,required_source_standard,research_question
JBHT,JBHT,HUNT (JB) TRANSPRT SVCS INC,0000728535,HUNT JB TRANSPRT SVCS INC,HUNT JB TRANSPRT SVCS,HUNT J B TRANSPORT SERVICES INC,HUNT J B TRANSPORT SERVICES INC,HUNT J B TRANSPORT SERVICES,JB Hunt Transport Services Inc,JB HUNT TRANSPORT SERVICES INC,JB HUNT TRANSPORT SERVICES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
JCI,JCI,JOHNSON CONTROLS INTERNATION,0000833444,JOHNSON CONTROLS INTERNATION,JOHNSON CONTROLS INTERNATION,Johnson Controls International plc,JOHNSON CONTROLS INTERNATIONAL PLC,JOHNSON CONTROLS INTERNATIONAL,Johnson Controls International plc,JOHNSON CONTROLS INTERNATIONAL PLC,JOHNSON CONTROLS INTERNATIONAL,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
JNJ,JNJ,JOHNSON + JOHNSON,0000200406,JOHNSON JOHNSON,JOHNSON JOHNSON,JOHNSON & JOHNSON,JOHNSON AND JOHNSON,JOHNSON AND JOHNSON,Johnson & Johnson,JOHNSON AND JOHNSON,JOHNSON AND JOHNSON,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN,0001601046,KEYSIGHT TECHNOLOGIES IN,KEYSIGHT TECHNOLOGIES IN,"Keysight Technologies, Inc.",KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECHNOLOGIES,Keysight Technologies Inc,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECHNOLOGIES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
LEN,LEN,LENNAR CORP A,0000920760,LENNAR CORP A,LENNAR CORP A,LENNAR CORP /NEW/,LENNAR CORP NEW,LENNAR CORP NEW,Lennar Corp,LENNAR CORP,LENNAR,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
LLY,LLY,ELI LILLY + CO,0000059478,ELI LILLY CO,ELI LILLY,ELI LILLY & Co,ELI LILLY AND CO,ELI LILLY AND,Eli Lilly & Co|Eli Lilly and Co,ELI LILLY AND CO,ELI LILLY AND,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
LYB,LYB,LYONDELLBASELL INDU CL A,0001489393,LYONDELLBASELL INDU CL A,LYONDELLBASELL INDU,LyondellBasell Industries N.V.,LYONDELLBASELL INDUSTRIES N V,LYONDELLBASELL INDUSTRIES,LyondellBasell Industries NV,LYONDELLBASELL INDUSTRIES NV,LYONDELLBASELL INDUSTRIES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
LYV,LYV,LIVE NATION ENTERTAINMENT IN,0001335258,LIVE NATION ENTERTAINMENT IN,LIVE NATION ENTERTAINMENT IN,"Live Nation Entertainment, Inc.",LIVE NATION ENTERTAINMENT INC,LIVE NATION ENTERTAINMENT,Live Nation Entertainment Inc,LIVE NATION ENTERTAINMENT INC,LIVE NATION ENTERTAINMENT,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MA,MA,MASTERCARD INC   A,0001141391,MASTERCARD INC A,MASTERCARD INC A,Mastercard Inc,MASTERCARD INC,MASTERCARD,Mastercard Inc,MASTERCARD INC,MASTERCARD,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MAA,MAA,MID AMERICA APARTMENT COMM,0000912595,MID AMERICA APARTMENT COMM,MID AMERICA APARTMENT COMM,MID AMERICA APARTMENT COMMUNITIES INC.,MID AMERICA APARTMENT COMMUNITIES INC,MID AMERICA APARTMENT COMMUNITIES,Mid-America Apartment Communities Inc,MID AMERICA APARTMENT COMMUNITIES INC,MID AMERICA APARTMENT COMMUNITIES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MDLZ,MDLZ,MONDELEZ INTERNATIONAL INC A,0001103982,MONDELEZ INTERNATIONAL INC A,MONDELEZ INTERNATIONAL INC A,"Mondelez International, Inc.",MONDELEZ INTERNATIONAL INC,MONDELEZ INTERNATIONAL,Mondelez International Inc,MONDELEZ INTERNATIONAL INC,MONDELEZ INTERNATIONAL,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MRK,MRK,MERCK + CO. INC.,0000310158,MERCK CO INC,MERCK,"Merck & Co., Inc.",MERCK AND CO INC,MERCK AND,Merck & Co Inc,MERCK AND CO INC,MERCK AND,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MRSH,MRSH,MARSH + MCLENNAN COS,0000062709,MARSH MCLENNAN COS,MARSH MCLENNAN COS,"MARSH & MCLENNAN COMPANIES, INC.",MARSH AND MCLENNAN COMPANIES INC,MARSH AND MCLENNAN COMPANIES,Marsh & McLennan Cos Inc,MARSH AND MCLENNAN COS INC,MARSH AND MCLENNAN COS,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
MTB,MTB,M + T BANK CORP,0000036270,M T BANK CORP,M T BANK,M&T BANK CORP,M AND T BANK CORP,M AND T BANK,M&T Bank Corp,M AND T BANK CORP,M AND T BANK,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
NCLH,NCLH,NORWEGIAN CRUISE LINE HOLDIN,0001513761,NORWEGIAN CRUISE LINE HOLDIN,NORWEGIAN CRUISE LINE HOLDIN,Norwegian Cruise Line Holdings Ltd.,NORWEGIAN CRUISE LINE HOLDINGS LTD,NORWEGIAN CRUISE LINE HOLDINGS,Norwegian Cruise Line Holdings Ltd,NORWEGIAN CRUISE LINE HOLDINGS LTD,NORWEGIAN CRUISE LINE HOLDINGS,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP,0000788784,PUBLIC SERVICE ENTERPRISE GP,PUBLIC SERVICE ENTERPRISE GP,PUBLIC SERVICE ENTERPRISE GROUP INC,PUBLIC SERVICE ENTERPRISE GROUP INC,PUBLIC SERVICE ENTERPRISE GROUP,Public Service Enterprise Group Inc,PUBLIC SERVICE ENTERPRISE GROUP INC,PUBLIC SERVICE ENTERPRISE GROUP,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
PG,PG,PROCTER + GAMBLE CO/THE,0000080424,PROCTER GAMBLE CO THE,PROCTER GAMBLE CO THE,PROCTER & GAMBLE Co,PROCTER AND GAMBLE CO,PROCTER AND GAMBLE,Procter & Gamble Co/The,PROCTER AND GAMBLE CO THE,PROCTER AND GAMBLE CO THE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
SCHW,SCHW,SCHWAB (CHARLES) CORP,0000316709,SCHWAB CHARLES CORP,SCHWAB CHARLES,SCHWAB CHARLES CORP,SCHWAB CHARLES CORP,SCHWAB CHARLES,Charles Schwab Corp/The,CHARLES SCHWAB CORP THE,CHARLES SCHWAB CORP THE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
SJM,SJM,JM SMUCKER CO/THE,0000091419,JM SMUCKER CO THE,JM SMUCKER CO THE,J M SMUCKER Co,J M SMUCKER CO,J M SMUCKER,J M Smucker Co/The,J M SMUCKER CO THE,J M SMUCKER CO THE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
SNDK,SNDK,Sandisk,0002023554,SANDISK,SANDISK,Sandisk Corp,SANDISK CORP,SANDISK,Sandisk Corp/DE,SANDISK CORP DE,SANDISK CORP DE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
SPGI,SPGI,S+P GLOBAL INC,0000064040,S P GLOBAL INC,S P GLOBAL,S&P Global Inc.,S AND P GLOBAL INC,S AND P GLOBAL,S&P Global Inc,S AND P GLOBAL INC,S AND P GLOBAL,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
STZ,STZ,CONSTELLATION BRANDS INC A,0000016918,CONSTELLATION BRANDS INC A,CONSTELLATION BRANDS INC A,"CONSTELLATION BRANDS, INC.",CONSTELLATION BRANDS INC,CONSTELLATION BRANDS,Constellation Brands Inc,CONSTELLATION BRANDS INC,CONSTELLATION BRANDS,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
SWK,SWK,STANLEY BLACK + DECKER INC,0000093556,STANLEY BLACK DECKER INC,STANLEY BLACK DECKER,"STANLEY BLACK & DECKER, INC.",STANLEY BLACK AND DECKER INC,STANLEY BLACK AND DECKER,Stanley Black & Decker Inc,STANLEY BLACK AND DECKER INC,STANLEY BLACK AND DECKER,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
T,T,AT+T INC,0000732717,AT T INC,AT T,AT&T INC.,AT AND T INC,AT AND T,AT&T Inc,AT AND T INC,AT AND T,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
TAP,TAP,MOLSON COORS BEVERAGE CO   B,0000024545,MOLSON COORS BEVERAGE CO B,MOLSON COORS BEVERAGE CO B,MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE,Molson Coors Beverage Co,MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
TJX,TJX,TJX COMPANIES INC,,TJX COMPANIES INC,TJX COMPANIES,,,,TJX Cos Inc/The,TJX COS INC THE,TJX COS INC THE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWRE,0000946581,TAKE TWO INTERACTIVE SOFTWRE,TAKE TWO INTERACTIVE SOFTWRE,TAKE TWO INTERACTIVE SOFTWARE INC,TAKE TWO INTERACTIVE SOFTWARE INC,TAKE TWO INTERACTIVE SOFTWARE,Take-Two Interactive Software Inc,TAKE TWO INTERACTIVE SOFTWARE INC,TAKE TWO INTERACTIVE SOFTWARE,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
UHS,UHS,UNIVERSAL HEALTH SERVICES B,0000352915,UNIVERSAL HEALTH SERVICES B,UNIVERSAL HEALTH SERVICES B,UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HEALTH SERVICES,Universal Health Services Inc,UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HEALTH SERVICES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
V,V,VISA INC CLASS A SHARES,0001403161,VISA INC CLASS A SHARES,VISA INC SHARES,VISA INC.,VISA INC,VISA,Visa Inc,VISA INC,VISA,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
WAB,WAB,WABTEC CORP,0000943452,WABTEC CORP,WABTEC,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,Westinghouse Air Brake Technologies Corp,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
WFC,WFC,WELLS FARGO + CO,0000072971,WELLS FARGO CO,WELLS FARGO,WELLS FARGO & COMPANY/MN,WELLS FARGO AND COMPANY MN,WELLS FARGO AND COMPANY MN,Wells Fargo & Co,WELLS FARGO AND CO,WELLS FARGO AND,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
WRB,WRB,WR BERKLEY CORP,0000011544,WR BERKLEY CORP,WR BERKLEY,BERKLEY W R CORP,BERKLEY W R CORP,BERKLEY W R,W R Berkley Corp,W R BERKLEY CORP,W R BERKLEY,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
XOM,XOM,EXXONMOBIL HOLDINGS CORP,0002115436,EXXONMOBIL HOLDINGS CORP,EXXONMOBIL HOLDINGS,ExxonMobil Holdings Corp,EXXONMOBIL HOLDINGS CORP,EXXONMOBIL HOLDINGS,Exxon Mobil Corp,EXXON MOBIL CORP,EXXON MOBIL,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
XYL,XYL,XYLEM INC,0001524472,XYLEM INC,XYLEM,Xylem Inc.,XYLEM INC,XYLEM,Xylem Inc/NY,XYLEM INC NY,XYLEM INC NY,1,0,0,0,0,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Project reference company name and historical NPORT name remain different under conservative legal-style normalization.,2,"SEC filing, SEC exhibit, official company investor-relations announcement, or equivalent primary corporate source",Resolve the issuer's valid public/company name state(s) and any project-period effective date(s) needed for a high-precision GDELT company-attention alias.
