security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
AOS,0000091142,STAGE3G_SAMPLE_CIK,AOS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,A. O. Smith Corporation,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,a o smith corporation,a o smith,a o smith,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APA,0001841666,STAGE3B2_CANDIDATE_CIK,APA,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,APA Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,apa corp,apa,apa corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APD,0000002969,STAGE3B2_CANDIDATE_CIK,APD,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Air Products and Chemicals Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,air products and chemicals inc,air products and chemicals,air products and chemicals,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APH,0000820313,STAGE3B2_CANDIDATE_CIK,APH,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Amphenol Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,amphenol corp,amphenol,amphenol,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APO,0001858681,STAGE3G_SAMPLE_CIK,APO,LOW,0,2024-12-23,2026-01-01,2024-12-23,2026-01-01,"Apollo Global Management, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,apollo global management inc,apollo global management,apollo global management,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APP,0001751008,STAGE3B2_CANDIDATE_CIK,APP,HIGH,0,2025-09-22,2026-01-01,2025-09-22,2026-01-01,AppLovin Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,applovin corp,applovin,applovin corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
APTV,0001521332,STAGE3B2_CANDIDATE_CIK,APTV,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Aptiv PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,aptiv plc,aptiv,aptiv plc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ARE,0001035443,STAGE3B2_CANDIDATE_CIK,ARE,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Alexandria Real Estate Equities Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,alexandria real estate equities inc,alexandria real estate equities,alexandria real estate equities,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ARES,0001176948,STAGE3B2_CANDIDATE_CIK,ARES,MEDIUM,0,2025-12-11,2026-01-01,2025-12-11,2026-01-01,Ares Management Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ares management corp,ares management,ares management,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ATO,0000731802,STAGE3B2_CANDIDATE_CIK,ATO,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Atmos Energy Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,atmos energy corp,atmos energy,atmos energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ATVI,0000718877,STAGE3I_RESOLVED_CIK,ATVI,MEDIUM,0,2021-01-01,2023-10-18,2021-01-01,2023-10-18,Activision Blizzard,STAGE3I_MEMBERSHIP_NAME,STABLE,activision blizzard,activision blizzard,activision blizzard,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AVB,0000915912,STAGE3B2_CANDIDATE_CIK,AVB,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,AvalonBay Communities Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,avalonbay communities inc,avalonbay communities,avalonbay communities,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AVGO,0001730168,STAGE3B2_CANDIDATE_CIK,AVGO,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Broadcom Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,broadcom inc,broadcom,broadcom inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AVY,0000008818,STAGE3B2_CANDIDATE_CIK,AVY,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Avery Dennison Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,avery dennison corp,avery dennison,avery dennison,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AWK,,,AWK,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,American Water Works Co Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,american water works co inc,american water works,american water works,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AXON,0001069183,STAGE3B2_CANDIDATE_CIK,AXON,MEDIUM,0,2023-05-04,2026-01-01,2023-05-04,2026-01-01,Axon Enterprise Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,axon enterprise inc,axon enterprise,axon enterprise,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AXP,0000004962,STAGE3B2_CANDIDATE_CIK,AXP,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,American Express Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,american express co,american express,american express,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
AZO,0000866787,STAGE3B2_CANDIDATE_CIK,AZO,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,AutoZone Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,autozone inc,autozone,autozone inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BA,0000012927,STAGE3B2_CANDIDATE_CIK,BA,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Boeing Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,boeing co,boeing,boeing,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BAC,,,BAC,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Bank of America Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,bank of america corp,bank of america,bank of america,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BALL,0000009389,STAGE3B2_CANDIDATE_CIK,BALL,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Ball Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ball corp,ball,ball corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BAX,0000010456,STAGE3B2_CANDIDATE_CIK,BAX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Baxter International Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,baxter international inc,baxter international,baxter international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BBWI,0000701985,STAGE3I_RESOLVED_CIK,BBWI,LOW,0,2021-01-01,2024-10-01,2021-01-01,2021-08-03,"L Brands, Inc.",STAGE3I_MEMBERSHIP_NAME,STAGE3I_KNOWN_PRIMARY_EVENT,l brands inc,l brands,l brands,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BBWI,0000701985,STAGE3I_RESOLVED_CIK,BBWI,LOW,0,2021-01-01,2024-10-01,2021-08-03,2024-10-01,"Bath & Body Works, Inc.",STAGE3I_MEMBERSHIP_NAME,POST_TRANSITION,bath and body works inc,bath and body works,bath and body works,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BBY,0000764478,STAGE3B2_CANDIDATE_CIK,BBY,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Best Buy Co Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,best buy co inc,best buy,best buy co inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BDX,0000010795,STAGE3B2_CANDIDATE_CIK,BDX,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Becton Dickinson & Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,becton dickinson and co,becton dickinson and,becton dickinson and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BEN,0000038777,STAGE3B2_CANDIDATE_CIK,BEN,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Franklin Resources Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,franklin resources inc,franklin resources,franklin resources,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BF.B,0000014693,STAGE3B2_CANDIDATE_CIK,BF.B,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Brown-Forman Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,brown forman corp,brown forman,brown forman,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BG,0001996862,STAGE3B2_CANDIDATE_CIK,BG,HIGH,0,2023-03-15,2026-01-01,2023-03-15,2026-01-01,Bunge Global SA,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,bunge global sa,bunge global,bunge global sa,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BIIB,0000875045,STAGE3B2_CANDIDATE_CIK,BIIB,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Biogen Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,biogen inc,biogen,biogen inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BIO,0000012208,STAGE3I_RESOLVED_CIK,BIO,LOW,0,2021-01-01,2024-09-23,2021-01-01,2024-09-23,Bio-Rad Laboratories,STAGE3I_MEMBERSHIP_NAME,STABLE,bio rad laboratories,bio rad laboratories,bio rad laboratories,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BKNG,0001075531,STAGE3B2_CANDIDATE_CIK,BKNG,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Booking Holdings Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,booking holdings inc,booking holdings,booking holdings inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BKR,0001701605,STAGE3B2_CANDIDATE_CIK,BKR,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Baker Hughes Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,baker hughes co,baker hughes,baker hughes,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BLDR,0001316835,STAGE3B2_CANDIDATE_CIK,BLDR,MEDIUM,0,2023-12-18,2026-01-01,2023-12-18,2026-01-01,Builders FirstSource Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,builders firstsource inc,builders firstsource,builders firstsource,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BLK,0002012383,STAGE3G_SAMPLE_CIK,BLK,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"BlackRock, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,blackrock inc,blackrock,blackrock inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BMY,0000014272,STAGE3B2_CANDIDATE_CIK,BMY,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Bristol-Myers Squibb Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,bristol myers squibb co,bristol myers squibb,bristol myers squibb,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BNY,0001390777,STAGE3B2_CANDIDATE_CIK,BNY,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Bank of New York Mellon Corp/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,bank of new york mellon corp,bank of new york mellon,bank of new york mellon,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BR,0001383312,STAGE3B2_CANDIDATE_CIK,BR,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Broadridge Financial Solutions Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,broadridge financial solutions inc,broadridge financial solutions,broadridge financial solutions,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BRK.B,0001067983,STAGE3B2_CANDIDATE_CIK,BRK.B,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Berkshire Hathaway Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,berkshire hathaway inc,berkshire hathaway,berkshire hathaway,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BRO,0000079282,STAGE3B2_CANDIDATE_CIK,BRO,LOW,0,2021-09-20,2026-01-01,2021-09-20,2026-01-01,Brown & Brown Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,brown and brown inc,brown and brown,brown and brown,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BSX,0000885725,STAGE3B2_CANDIDATE_CIK,BSX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Boston Scientific Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,boston scientific corp,boston scientific,boston scientific,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BWA,0000908255,STAGE3I_RESOLVED_CIK,BWA,HIGH,0,2021-01-01,2025-03-24,2021-01-01,2025-03-24,Borgwarner,STAGE3I_MEMBERSHIP_NAME,STABLE,borgwarner,borgwarner,borgwarner,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BX,0001393818,STAGE3G_SAMPLE_CIK,BX,HIGH,0,2023-09-18,2026-01-01,2023-09-18,2026-01-01,Blackstone Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,blackstone inc,blackstone,blackstone inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BXP,0001037540,STAGE3B2_CANDIDATE_CIK,BXP,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2024-07-01,BOSTON PROPERTIES,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,boston properties,boston properties,boston properties,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
BXP,0001037540,STAGE3B2_CANDIDATE_CIK,BXP,HIGH,0,2021-01-01,2026-01-01,2024-07-01,2026-01-01,BXP,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,POST_TRANSITION,bxp,bxp,bxp inc,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,INDEPENDENT_SOURCE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
C,0000831001,STAGE3B2_CANDIDATE_CIK,C,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Citigroup Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,citigroup inc,citigroup,citigroup inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
CAG,0000023217,STAGE3B2_CANDIDATE_CIK,CAG,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Conagra Brands Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,conagra brands inc,conagra brands,conagra brands,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
CAH,0000721371,STAGE3B2_CANDIDATE_CIK,CAH,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Cardinal Health Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,cardinal health inc,cardinal health,cardinal health,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
CARR,0001783180,STAGE3B2_CANDIDATE_CIK,CARR,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Carrier Global Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,carrier global corp,carrier global,carrier global,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
CAT,0000018230,STAGE3B2_CANDIDATE_CIK,CAT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Caterpillar Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,caterpillar inc,caterpillar,caterpillar inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
